Date,Festival/Event,Season,Special Day Type,Location,Customer Segment,Top Purchased Items,Total Sale Value (₹),Estimated Profit (₹),Demand Level (1-10),Discount Sensitivity (1-10)
2024-02-29,Republic Day,Monsoon,Normal Day,Patna,Low Income,"Vegetables, Fruits, Atta",944.08,180.4,5,3
2023-01-27,Onam,Summer,Salary Day,Mumbai,Retail Bulk,"Vegetables, Sugar, Eggs",208.42,21.72,4,5
2024-06-20,None,Winter,Normal Day,Jaipur,Low Income,"Vegetables, Sugar, Bread",1232.93,283.4,7,6
2024-01-28,Navratri,Winter,Salary Day,Chennai,Families,"Vegetables, Rice, Oil",1178.46,290.72,6,4
2024-02-14,None,Monsoon,Exam Season,Mumbai,Families,"Bread, Rice, Fruits",759.38,64.21,10,5
2024-06-20,Raksha Bandhan,Summer,Normal Day,Bangalore,Retail Bulk,"Sweets, Milk, Oil, Rakhi, Eggs",1767.72,382.26,7,4
2024-06-22,Holi,Monsoon,Exam Season,Lucknow,Retail Bulk,"Atta, Colors, Rice, Oil",876.91,82.41,5,7
2024-07-15,Navratri,Winter,Normal Day,Kolkata,Students,"Vegetables, Sugar, Eggs",1866.74,399.48,10,3
2024-06-22,Eid,Winter,Normal Day,Chennai,Retail Bulk,"Oil, Rice, Dates, Atta",1316.68,135.83,5,2
2024-06-29,Republic Day,Winter,Salary Day,Bangalore,Middle Class,"Milk, Sugar, Fruits",1909.24,464.45,10,4
2023-09-18,Christmas,Monsoon,Salary Day,Patna,Retail Bulk,"Cake, Milk, Fruits, Rice, Chocolates",1081.85,93.64,8,9
2023-04-28,Diwali,Winter,Exam Season,Chennai,Middle Class,"Sugar, Milk, Oil",441.51,95.44,8,6
2023-01-24,None,Winter,Wedding Season,Delhi,Low Income,"Vegetables, Rice, Atta",1797.43,121.92,10,4
2024-04-13,Independence Day,Monsoon,Wedding Season,Jaipur,Families,"Oil, Bread, Hand bands, Flags, Rice",507.7,107.92,7,7
2023-08-01,Republic Day,Monsoon,Salary Day,Bangalore,Students,"Vegetables, Sugar, Oil",1650.03,284.56,5,8
2024-10-17,Republic Day,Summer,Salary Day,Chennai,Upper Middle,"Vegetables, Milk, Eggs",151.91,29.92,5,9
2024-12-12,Raksha Bandhan,Winter,Salary Day,Kolkata,Upper Middle,"Sweets, Fruits, Oil, Rakhi, Rice",810.34,94.69,10,8
2024-06-01,Makar Sankranti,Winter,Salary Day,Patna,Upper Middle,"Rice, Fruits, Atta",418.72,81.19,8,9
2023-06-09,Onam,Monsoon,Exam Season,Lucknow,Middle Class,"Vegetables, Milk, Eggs",1999.72,236.59,7,8
2023-02-25,Christmas,Monsoon,Salary Day,Delhi,Low Income,"Cake, Eggs, Oil, Vegetables, Chocolates",569.4,131.63,4,8
2023-08-10,Diwali,Monsoon,Salary Day,Mumbai,Middle Class,"Vegetables, Bread, Fruits",157.98,33.66,8,4
2024-10-16,None,Summer,Exam Season,Patna,Upper Middle,"Bread, Rice, Fruits",1385.65,275.9,8,5
2023-05-01,Onam,Monsoon,Normal Day,Lucknow,Upper Middle,"Vegetables, Bread, Fruits",1419.63,77.7,6,7
2023-11-13,Raksha Bandhan,Winter,School Opening,Patna,Middle Class,"Sweets, Fruits, Rakhi, Bread, Rice",1718.9,396.06,7,3
2023-07-28,Diwali,Monsoon,Exam Season,Chennai,Middle Class,"Rice, Eggs, Oil",621.79,38.5,5,5
2024-05-27,Christmas,Monsoon,Salary Day,Bangalore,Students,"Cake, Oil, Bread, Vegetables, Chocolates",982.15,111.1,6,8
2024-05-13,Navratri,Summer,Wedding Season,Chennai,Families,"Sugar, Rice, Milk",1856.41,223.6,10,3
2024-12-12,Republic Day,Summer,School Opening,Bangalore,Upper Middle,"Rice, Eggs, Oil",1453.6,331.09,7,7
2024-05-26,Holi,Monsoon,Wedding Season,Patna,Students,"Bread, Rice, Fruits, Colors",1263.19,209.92,6,3
2023-09-04,Eid,Monsoon,Normal Day,Delhi,Middle Class,"Sugar, Dates, Fruits, Eggs",822.37,63.4,5,2
2023-11-14,Christmas,Monsoon,Normal Day,Mumbai,Students,"Cake, Milk, Oil, Bread, Chocolates",94.9,14.87,10,7
2024-09-05,Republic Day,Winter,Wedding Season,Jaipur,Upper Middle,"Vegetables, Bread, Rice",469.71,56.47,4,4
2023-11-04,Diwali,Monsoon,Weekend,Lucknow,Middle Class,"Atta, Rice, Oil",1037.93,156.14,10,5
2024-05-06,None,Monsoon,Exam Season,Kolkata,Retail Bulk,"Vegetables, Fruits, Atta",931.03,92.12,5,6
2024-12-21,Christmas,Winter,Normal Day,Patna,Retail Bulk,"Cake, Milk, Atta, Oil, Chocolates",1006.59,129.39,7,8
2024-10-04,Eid,Summer,Weekend,Kolkata,Upper Middle,"Milk, Sugar, Fruits, Dates",107.26,25.66,4,3
2023-12-06,Republic Day,Winter,Salary Day,Patna,Retail Bulk,"Bread, Fruits, Oil",86.86,13.6,6,8
2023-08-28,Holi,Winter,School Opening,Delhi,Retail Bulk,"Colors, Rice, Milk, Atta",70.84,5.24,9,4
2024-10-19,Christmas,Monsoon,Wedding Season,Bangalore,Upper Middle,"Cake, Milk, Atta, Oil, Chocolates",1997.23,211.84,10,7
2024-07-06,Navratri,Winter,Weekend,Chennai,Upper Middle,"Bread, Milk, Oil",1689.47,142.08,8,2
2024-11-09,Navratri,Monsoon,Wedding Season,Patna,Middle Class,"Rice, Milk, Eggs",668.11,38.76,10,7
2024-05-24,Diwali,Summer,Weekend,Kolkata,Upper Middle,"Rice, Fruits, Eggs",1454.75,89.72,6,7
2024-04-26,Republic Day,Monsoon,Wedding Season,Bangalore,Low Income,"Vegetables, Rice, Oil",1395.85,309.86,8,4
2023-06-10,Independence Day,Winter,Exam Season,Delhi,Families,"Atta, Hand bands, Flags, Rice, Vegetables",950.83,125.91,8,4
2023-12-04,Eid,Monsoon,Exam Season,Patna,Families,"Dates, Rice, Fruits, Atta",550.38,92.04,5,8
2024-06-15,Diwali,Monsoon,School Opening,Kolkata,Middle Class,"Bread, Fruits, Atta",1470.71,231.08,5,2
2024-10-09,Christmas,Winter,Exam Season,Mumbai,Retail Bulk,"Cake, Milk, Eggs, Rice, Chocolates",1661.75,95.61,9,4
2024-10-01,Onam,Winter,Weekend,Jaipur,Families,"Bread, Rice, Eggs",1033.05,165.08,4,8
2024-07-13,Onam,Winter,School Opening,Kolkata,Students,"Vegetables, Eggs, Atta",1576.22,104.81,10,2
2023-06-16,Raksha Bandhan,Winter,Salary Day,Bangalore,Students,"Sweets, Oil, Rakhi, Rice, Eggs",1323.6,205.34,8,6
2023-10-15,Raksha Bandhan,Winter,Wedding Season,Mumbai,Middle Class,"Sweets, Atta, Rakhi, Rice, Eggs",741.78,152.21,10,4
2024-04-11,Christmas,Summer,Weekend,Mumbai,Upper Middle,"Cake, Milk, Eggs, Vegetables, Chocolates",1862.1,350.0,8,2
2023-06-26,Makar Sankranti,Summer,School Opening,Delhi,Low Income,"Sugar, Rice, Fruits",927.03,192.03,9,8
2023-07-29,Eid,Monsoon,Weekend,Patna,Students,"Bread, Dates, Milk, Eggs",329.32,32.76,10,4
2024-03-23,Christmas,Winter,School Opening,Delhi,Middle Class,"Cake, Fruits, Oil, Rice, Chocolates",1730.01,213.84,6,8
2023-12-13,Makar Sankranti,Summer,Wedding Season,Kolkata,Families,"Bread, Eggs, Atta",669.56,93.38,9,8
2024-06-27,Diwali,Monsoon,Salary Day,Mumbai,Families,"Rice, Eggs, Oil",1292.72,114.03,5,5
2023-10-16,Eid,Monsoon,School Opening,Patna,Families,"Fruits, Dates, Milk, Atta",1680.2,243.14,10,2
2023-07-15,Makar Sankranti,Summer,Exam Season,Chennai,Students,"Fruits, Eggs, Oil",738.87,52.51,6,7
2024-04-22,None,Summer,Salary Day,Jaipur,Low Income,"Fruits, Bread, Eggs",1525.27,143.98,5,9
2024-12-14,Eid,Monsoon,Normal Day,Delhi,Upper Middle,"Bread, Dates, Fruits, Eggs",1282.68,282.14,7,3
2023-09-04,Navratri,Monsoon,Salary Day,Delhi,Retail Bulk,"Bread, Rice, Oil",813.32,49.81,9,2
2024-08-19,Christmas,Winter,Salary Day,Bangalore,Upper Middle,"Sugar, Cake, Oil, Rice, Chocolates",824.88,155.26,8,7
2024-05-24,Christmas,Monsoon,Exam Season,Kolkata,Upper Middle,"Sugar, Cake, Milk, Fruits, Chocolates",142.93,34.9,6,7
2023-11-25,Eid,Monsoon,School Opening,Patna,Upper Middle,"Sugar, Bread, Milk, Dates",966.11,48.35,4,3
2024-05-04,Christmas,Monsoon,Salary Day,Lucknow,Families,"Sugar, Cake, Rice, Vegetables, Chocolates",1450.9,336.06,10,7
2024-08-11,Republic Day,Monsoon,Wedding Season,Bangalore,Middle Class,"Milk, Fruits, Eggs",1397.81,88.23,4,4
2024-12-31,Republic Day,Monsoon,Salary Day,Jaipur,Retail Bulk,"Sugar, Bread, Oil",934.36,88.49,9,9
2023-06-29,Eid,Winter,Weekend,Chennai,Middle Class,"Vegetables, Bread, Rice, Dates",1958.5,478.24,5,2
2024-08-01,Independence Day,Monsoon,Normal Day,Kolkata,Retail Bulk,"Sugar, Milk, Hand bands, Flags, Rice",61.97,9.02,7,5
2023-05-12,Holi,Monsoon,Wedding Season,Mumbai,Retail Bulk,"Vegetables, Colors, Rice, Atta",1930.64,254.18,5,4
2024-07-27,None,Summer,Normal Day,Chennai,Low Income,"Sugar, Bread, Atta",339.37,56.9,4,9
2024-03-14,Makar Sankranti,Winter,Wedding Season,Patna,Students,"Bread, Rice, Milk",1085.93,65.04,7,4
2023-05-05,Holi,Summer,Exam Season,Lucknow,Families,"Atta, Colors, Rice, Oil",1510.04,334.53,7,3
2024-01-14,Makar Sankranti,Summer,Normal Day,Patna,Students,"Vegetables, Fruits, Eggs",448.2,82.51,5,7
2023-11-10,Independence Day,Winter,School Opening,Bangalore,Families,"Milk, Bread, Hand bands, Flags, Rice",1380.73,120.16,9,2
2024-11-23,Christmas,Summer,Normal Day,Bangalore,Families,"Cake, Milk, Fruits, Eggs, Chocolates",993.27,214.11,10,3
2023-05-10,Diwali,Winter,Exam Season,Bangalore,Families,"Vegetables, Bread, Fruits",1716.57,229.03,10,2
2023-11-13,Independence Day,Winter,Exam Season,Jaipur,Retail Bulk,"Milk, Fruits, Hand bands, Flags, Rice",1927.16,436.17,4,3
2023-10-26,Raksha Bandhan,Monsoon,School Opening,Lucknow,Low Income,"Sweets, Sugar, Fruits, Rakhi, Eggs",1390.36,128.5,6,7
2024-04-21,Diwali,Monsoon,Salary Day,Lucknow,Low Income,"Sugar, Bread, Eggs",202.43,29.2,7,2
2023-01-31,Onam,Summer,Weekend,Kolkata,Upper Middle,"Vegetables, Sugar, Milk",1662.15,352.55,6,9
2023-12-25,Christmas,Winter,Wedding Season,Delhi,Middle Class,"Sugar, Cake, Fruits, Eggs, Chocolates",843.89,84.85,4,9
2023-02-15,Navratri,Summer,Wedding Season,Mumbai,Students,"Sugar, Fruits, Eggs",755.11,185.73,5,8
2023-09-16,None,Monsoon,Normal Day,Lucknow,Upper Middle,"Sugar, Rice, Fruits",1960.31,190.1,9,4
2023-12-04,Makar Sankranti,Summer,Salary Day,Bangalore,Families,"Sugar, Bread, Fruits",1239.23,251.94,6,8
2024-08-19,Holi,Winter,School Opening,Lucknow,Retail Bulk,"Sugar, Colors, Eggs, Atta",1531.68,130.72,10,8
2023-03-16,Christmas,Summer,Weekend,Jaipur,Students,"Cake, Fruits, Atta, Bread, Chocolates",1611.47,226.14,7,3
2024-12-14,Republic Day,Winter,School Opening,Patna,Upper Middle,"Sugar, Bread, Rice",1173.13,122.31,10,5
2024-11-27,Eid,Winter,Salary Day,Mumbai,Middle Class,"Bread, Dates, Milk, Atta",1709.78,369.4,5,2
2023-07-17,Republic Day,Monsoon,Weekend,Mumbai,Middle Class,"Oil, Milk, Atta",1340.4,155.89,8,3
2024-03-09,Navratri,Summer,Normal Day,Bangalore,Retail Bulk,"Vegetables, Fruits, Milk",1144.72,124.57,9,3
2023-01-04,Onam,Monsoon,Salary Day,Delhi,Students,"Milk, Rice, Fruits",1913.48,224.81,10,2
2024-06-16,Onam,Summer,Weekend,Lucknow,Students,"Vegetables, Fruits, Atta",754.53,181.37,4,8
2024-04-30,Makar Sankranti,Monsoon,Wedding Season,Patna,Families,"Rice, Milk, Oil",828.69,180.16,8,8
2023-03-22,Onam,Summer,Weekend,Jaipur,Middle Class,"Vegetables, Bread, Oil",375.47,19.76,6,4
2024-05-08,Holi,Monsoon,Salary Day,Lucknow,Retail Bulk,"Sugar, Colors, Fruits, Atta",606.94,31.31,4,5
2024-03-09,Diwali,Monsoon,Exam Season,Chennai,Retail Bulk,"Oil, Milk, Atta",966.36,79.24,6,3
2024-08-11,Republic Day,Monsoon,Weekend,Patna,Upper Middle,"Vegetables, Bread, Rice",1749.44,273.4,8,3
2023-02-12,Holi,Monsoon,Exam Season,Kolkata,Middle Class,"Sugar, Colors, Rice, Atta",861.87,96.87,10,6
2024-09-24,Eid,Winter,Exam Season,Bangalore,Retail Bulk,"Bread, Atta, Dates, Oil",247.13,54.82,8,3
2023-08-05,Eid,Monsoon,Wedding Season,Chennai,Retail Bulk,"Atta, Dates, Milk, Eggs",1024.86,224.41,7,3
2024-07-02,Christmas,Winter,School Opening,Kolkata,Retail Bulk,"Sugar, Cake, Milk, Eggs, Chocolates",1762.55,278.89,10,8
2024-07-18,Republic Day,Monsoon,Normal Day,Lucknow,Low Income,"Bread, Rice, Oil",1538.76,345.37,8,4
2023-07-01,Eid,Summer,Wedding Season,Patna,Middle Class,"Dates, Rice, Milk, Oil",87.38,11.93,9,6
2024-06-07,Holi,Winter,Exam Season,Kolkata,Families,"Colors, Rice, Milk, Atta",919.14,218.46,6,4
2023-02-25,Diwali,Winter,Weekend,Kolkata,Upper Middle,"Rice, Eggs, Oil",419.52,60.11,9,7
2023-08-12,Republic Day,Summer,Normal Day,Lucknow,Middle Class,"Sugar, Rice, Milk",1903.06,403.19,7,6
2024-12-26,Eid,Monsoon,Exam Season,Bangalore,Families,"Sugar, Dates, Eggs, Atta",1183.4,114.98,8,3
2023-04-06,Raksha Bandhan,Winter,School Opening,Lucknow,Retail Bulk,"Sweets, Fruits, Atta, Rakhi, Eggs",1644.03,120.79,8,4
2024-12-27,None,Summer,Exam Season,Delhi,Low Income,"Sugar, Fruits, Atta",907.0,125.32,6,8
2024-07-24,Raksha Bandhan,Monsoon,Weekend,Chennai,Retail Bulk,"Sweets, Milk, Oil, Rakhi, Bread",103.37,20.32,10,4
2023-11-06,Independence Day,Monsoon,Exam Season,Lucknow,Retail Bulk,"Fruits, Atta, Hand bands, Flags, Eggs",721.48,91.2,8,6
2024-01-06,Holi,Winter,Salary Day,Kolkata,Families,"Vegetables, Colors, Milk, Oil",307.65,30.24,4,7
2023-03-27,Independence Day,Summer,Wedding Season,Delhi,Students,"Milk, Bread, Hand bands, Flags, Vegetables",1659.18,94.55,9,6
2024-01-13,Diwali,Summer,Salary Day,Mumbai,Families,"Vegetables, Rice, Oil",1722.45,175.79,5,2
2023-04-16,Christmas,Winter,Normal Day,Delhi,Families,"Cake, Milk, Oil, Bread, Chocolates",667.99,67.87,9,4
2024-01-30,None,Summer,Normal Day,Chennai,Students,"Vegetables, Eggs, Atta",280.77,43.18,8,6
2023-01-28,Republic Day,Monsoon,Wedding Season,Lucknow,Middle Class,"Bread, Eggs, Oil",1707.93,403.57,10,3
2024-04-23,Raksha Bandhan,Winter,Salary Day,Kolkata,Middle Class,"Sweets, Sugar, Milk, Rakhi, Vegetables",1816.96,356.42,8,6
2024-05-08,Independence Day,Monsoon,Weekend,Lucknow,Low Income,"Milk, Atta, Hand bands, Flags, Rice",254.54,48.78,5,6
2024-08-26,Independence Day,Monsoon,Wedding Season,Bangalore,Upper Middle,"Milk, Oil, Bread, Hand bands, Flags",740.86,94.45,4,4
2023-06-11,Republic Day,Summer,Salary Day,Kolkata,Low Income,"Sugar, Fruits, Eggs",858.64,159.52,9,6
2024-08-09,Navratri,Winter,School Opening,Lucknow,Retail Bulk,"Sugar, Bread, Atta",1972.08,303.53,8,8
2023-03-04,Diwali,Winter,Normal Day,Delhi,Middle Class,"Sugar, Bread, Atta",1133.06,264.37,5,9
2024-01-28,Diwali,Summer,Exam Season,Delhi,Upper Middle,"Vegetables, Rice, Oil",1301.0,99.62,10,6
2023-06-03,Raksha Bandhan,Monsoon,Salary Day,Lucknow,Retail Bulk,"Sweets, Sugar, Rakhi, Bread, Rice",631.75,121.48,6,9
2023-05-05,Navratri,Monsoon,Wedding Season,Jaipur,Middle Class,"Fruits, Milk, Atta",386.91,61.33,5,9
2024-11-12,Holi,Summer,School Opening,Patna,Middle Class,"Sugar, Colors, Eggs, Oil",1565.89,304.22,5,6
2024-06-09,Christmas,Winter,Wedding Season,Patna,Families,"Cake, Fruits, Eggs, Vegetables, Chocolates",1004.42,62.54,6,9
2023-05-03,Eid,Monsoon,Exam Season,Jaipur,Retail Bulk,"Atta, Dates, Milk, Eggs",421.72,43.93,6,8
2024-05-16,Christmas,Winter,Normal Day,Bangalore,Upper Middle,"Cake, Milk, Atta, Vegetables, Chocolates",1598.13,88.55,4,2
2023-09-06,Holi,Monsoon,Wedding Season,Bangalore,Families,"Vegetables, Colors, Fruits, Oil",1414.76,342.21,8,7
2023-12-16,Diwali,Monsoon,School Opening,Mumbai,Students,"Vegetables, Milk, Oil",915.84,68.65,4,7
2023-03-18,Raksha Bandhan,Winter,School Opening,Bangalore,Retail Bulk,"Sweets, Fruits, Rakhi, Vegetables, Eggs",1788.19,199.05,10,9
2023-03-18,Eid,Summer,School Opening,Lucknow,Upper Middle,"Bread, Dates, Milk, Eggs",239.28,35.95,9,6
2023-05-16,Independence Day,Summer,Salary Day,Mumbai,Upper Middle,"Sugar, Milk, Hand bands, Flags, Eggs",917.46,114.77,4,2
2023-09-04,Independence Day,Summer,School Opening,Mumbai,Upper Middle,"Sugar, Oil, Bread, Hand bands, Flags",666.84,62.59,5,9
2023-12-08,Diwali,Monsoon,Wedding Season,Bangalore,Middle Class,"Vegetables, Eggs, Atta",1561.28,210.11,6,5
2023-10-06,Diwali,Summer,Normal Day,Lucknow,Middle Class,"Vegetables, Bread, Fruits",408.77,25.22,4,6
2024-09-25,Republic Day,Summer,Salary Day,Lucknow,Low Income,"Bread, Eggs, Oil",163.35,14.31,4,9
2024-06-06,Onam,Summer,Salary Day,Mumbai,Families,"Rice, Fruits, Atta",1440.97,343.68,10,6
2024-09-12,Eid,Summer,Wedding Season,Mumbai,Low Income,"Milk, Bread, Fruits, Dates",495.6,80.65,7,6
2024-10-17,Republic Day,Monsoon,School Opening,Bangalore,Retail Bulk,"Vegetables, Bread, Rice",1980.35,314.82,8,6
2024-09-29,Republic Day,Winter,Weekend,Mumbai,Retail Bulk,"Vegetables, Sugar, Oil",1980.13,358.56,7,9
2023-12-27,Christmas,Winter,Exam Season,Lucknow,Retail Bulk,"Cake, Fruits, Atta, Bread, Chocolates",204.18,35.98,4,4
2023-10-11,None,Monsoon,Normal Day,Jaipur,Low Income,"Sugar, Fruits, Eggs",886.76,71.95,8,9
2024-05-17,Christmas,Summer,School Opening,Chennai,Middle Class,"Cake, Milk, Fruits, Oil, Chocolates",1618.26,185.67,7,9
2023-01-22,Raksha Bandhan,Winter,Weekend,Kolkata,Students,"Sweets, Milk, Atta, Rakhi, Bread",1243.7,76.11,7,3
2023-06-06,Christmas,Winter,School Opening,Mumbai,Families,"Cake, Milk, Fruits, Eggs, Chocolates",1250.92,268.45,4,2
2023-11-18,Raksha Bandhan,Summer,Wedding Season,Bangalore,Middle Class,"Sweets, Milk, Oil, Rakhi, Rice",1839.87,130.82,6,6
2023-06-28,Diwali,Monsoon,Normal Day,Mumbai,Middle Class,"Vegetables, Sugar, Fruits",1107.14,269.99,5,9
2024-08-09,Makar Sankranti,Monsoon,Salary Day,Bangalore,Retail Bulk,"Bread, Milk, Atta",1589.86,270.29,6,2
2023-05-15,Republic Day,Winter,School Opening,Jaipur,Students,"Sugar, Rice, Eggs",220.39,15.2,10,3
2024-12-29,Raksha Bandhan,Summer,Exam Season,Chennai,Families,"Sweets, Sugar, Milk, Rakhi, Eggs",999.66,70.02,10,3
2024-11-27,Makar Sankranti,Monsoon,Exam Season,Lucknow,Students,"Sugar, Eggs, Oil",685.81,164.65,9,5
2024-11-08,Diwali,Winter,Weekend,Lucknow,Upper Middle,"Vegetables, Rice, Oil",396.9,38.9,6,8
2023-12-10,None,Summer,Wedding Season,Delhi,Students,"Milk, Sugar, Fruits",1478.38,270.97,7,7
2024-08-26,Independence Day,Monsoon,Exam Season,Mumbai,Middle Class,"Sugar, Fruits, Bread, Hand bands, Flags",1673.19,234.96,9,7
2024-02-23,Navratri,Summer,Wedding Season,Kolkata,Upper Middle,"Bread, Eggs, Oil",404.88,71.03,9,2
2024-09-18,Diwali,Summer,Salary Day,Bangalore,Low Income,"Vegetables, Milk, Oil",1086.95,146.64,5,3
2024-10-26,Christmas,Winter,Normal Day,Jaipur,Upper Middle,"Cake, Atta, Oil, Vegetables, Chocolates",1630.48,173.21,9,3
2023-07-03,Makar Sankranti,Summer,Exam Season,Lucknow,Retail Bulk,"Sugar, Rice, Atta",645.13,43.84,7,2
2023-08-20,Independence Day,Winter,Salary Day,Delhi,Families,"Fruits, Atta, Hand bands, Flags, Rice",1562.68,316.84,10,9
2024-10-06,Diwali,Monsoon,Exam Season,Patna,Low Income,"Sugar, Milk, Eggs",1304.46,130.89,7,3
2023-09-27,Onam,Summer,Salary Day,Chennai,Retail Bulk,"Vegetables, Milk, Eggs",133.1,25.91,4,9
2024-05-07,Navratri,Monsoon,Weekend,Delhi,Upper Middle,"Vegetables, Bread, Oil",1116.35,269.23,10,6
2023-04-23,Navratri,Monsoon,Salary Day,Delhi,Students,"Milk, Rice, Fruits",1372.9,287.69,4,2
2024-09-20,Christmas,Summer,Weekend,Delhi,Middle Class,"Sugar, Cake, Eggs, Vegetables, Chocolates",541.74,102.75,6,4
2024-05-05,Raksha Bandhan,Monsoon,Wedding Season,Delhi,Low Income,"Sweets, Milk, Oil, Rakhi, Eggs",487.12,34.12,8,8
2023-10-05,None,Winter,Weekend,Jaipur,Middle Class,"Eggs, Fruits, Oil",671.9,54.14,4,8
2024-11-09,Eid,Summer,Exam Season,Mumbai,Upper Middle,"Milk, Rice, Fruits, Dates",1280.55,200.86,9,4
2024-10-19,Onam,Monsoon,Salary Day,Jaipur,Upper Middle,"Vegetables, Rice, Atta",1679.3,213.76,4,7
2023-10-18,Holi,Winter,Exam Season,Delhi,Students,"Oil, Bread, Colors, Atta",163.17,37.55,6,3
2024-08-16,Onam,Summer,Salary Day,Bangalore,Students,"Rice, Eggs, Oil",587.68,65.7,9,5
2024-04-03,Christmas,Summer,School Opening,Delhi,Families,"Sugar, Cake, Fruits, Vegetables, Chocolates",1812.86,277.66,9,5
2024-05-23,Diwali,Winter,Salary Day,Lucknow,Students,"Vegetables, Oil, Atta",863.14,153.28,9,4
2024-08-04,Christmas,Monsoon,Weekend,Patna,Middle Class,"Cake, Milk, Eggs, Bread, Chocolates",833.6,192.84,7,5
2023-10-21,Republic Day,Monsoon,Salary Day,Bangalore,Low Income,"Milk, Rice, Eggs",450.52,44.07,7,7
2024-11-14,Eid,Winter,Normal Day,Delhi,Students,"Bread, Dates, Eggs, Atta",1182.76,288.85,8,3
2024-04-25,Christmas,Monsoon,Wedding Season,Chennai,Students,"Cake, Fruits, Eggs, Rice, Chocolates",1382.43,325.68,5,7
2024-06-18,Republic Day,Winter,Weekend,Kolkata,Families,"Sugar, Milk, Atta",1880.58,254.56,5,2
2023-04-17,Eid,Monsoon,Wedding Season,Chennai,Upper Middle,"Vegetables, Dates, Eggs, Atta",1120.79,116.39,6,5
2024-05-30,Onam,Summer,Normal Day,Kolkata,Low Income,"Rice, Milk, Oil",1873.16,126.4,4,9
2024-11-13,Republic Day,Winter,Wedding Season,Lucknow,Students,"Vegetables, Rice, Fruits",1419.96,251.81,9,6
2023-03-02,Navratri,Monsoon,School Opening,Kolkata,Families,"Bread, Fruits, Atta",257.73,26.65,6,7
2023-10-26,None,Summer,School Opening,Jaipur,Middle Class,"Sugar, Fruits, Oil",1612.14,255.3,6,9
2023-11-13,Navratri,Summer,Normal Day,Lucknow,Upper Middle,"Bread, Fruits, Oil",447.61,81.04,9,7
2023-12-14,Diwali,Winter,Normal Day,Delhi,Low Income,"Rice, Fruits, Oil",1253.52,166.68,8,3
2024-04-08,Republic Day,Summer,School Opening,Bangalore,Retail Bulk,"Vegetables, Eggs, Oil",858.92,123.16,7,7
2023-07-08,Raksha Bandhan,Summer,Weekend,Lucknow,Low Income,"Sweets, Sugar, Milk, Rakhi, Vegetables",971.68,92.74,6,5
2024-07-04,None,Winter,School Opening,Lucknow,Retail Bulk,"Bread, Rice, Oil",395.66,75.8,9,5
2024-09-09,Republic Day,Winter,Weekend,Lucknow,Low Income,"Sugar, Bread, Atta",1124.32,272.41,4,4
2024-07-09,None,Winter,Wedding Season,Kolkata,Retail Bulk,"Bread, Rice, Oil",1148.57,240.14,7,5
2023-09-06,Republic Day,Winter,Normal Day,Delhi,Families,"Vegetables, Oil, Atta",1544.21,303.83,8,2
2023-06-07,Christmas,Summer,Weekend,Delhi,Upper Middle,"Sugar, Cake, Milk, Rice, Chocolates",1494.73,160.53,8,8
2023-02-02,Independence Day,Monsoon,School Opening,Patna,Retail Bulk,"Fruits, Milk, Hand bands, Flags, Eggs",879.07,109.28,9,7
2023-02-13,Republic Day,Summer,Salary Day,Lucknow,Upper Middle,"Sugar, Rice, Atta",1441.16,303.91,10,2
2023-10-17,Makar Sankranti,Monsoon,Wedding Season,Mumbai,Students,"Rice, Milk, Oil",1828.25,379.6,6,2
2023-01-20,Diwali,Summer,Normal Day,Patna,Students,"Milk, Sugar, Eggs",406.53,21.7,9,5
2024-12-08,Republic Day,Summer,School Opening,Kolkata,Students,"Fruits, Milk, Oil",1423.43,130.7,10,2
2024-07-12,Makar Sankranti,Summer,Weekend,Delhi,Low Income,"Milk, Fruits, Eggs",1388.91,192.33,10,9
2023-04-04,Navratri,Winter,School Opening,Delhi,Low Income,"Sugar, Bread, Rice",823.59,77.64,6,5
2024-03-28,Raksha Bandhan,Summer,Exam Season,Patna,Retail Bulk,"Sweets, Atta, Rakhi, Rice, Eggs",1767.85,297.02,5,6
2024-01-12,Onam,Monsoon,School Opening,Mumbai,Middle Class,"Bread, Eggs, Oil",265.44,14.35,5,6
2024-04-24,Onam,Winter,Weekend,Patna,Low Income,"Rice, Milk, Atta",537.47,127.61,7,6
2024-05-31,None,Monsoon,School Opening,Lucknow,Upper Middle,"Bread, Milk, Atta",620.79,87.54,5,8
2024-07-14,Christmas,Summer,Normal Day,Bangalore,Middle Class,"Cake, Fruits, Atta, Vegetables, Chocolates",68.56,12.6,5,8
2024-11-20,Eid,Winter,Wedding Season,Lucknow,Low Income,"Vegetables, Bread, Dates, Oil",884.19,209.3,5,7
2023-05-12,None,Winter,Weekend,Chennai,Middle Class,"Rice, Milk, Atta",499.85,50.3,10,9
2024-04-10,None,Monsoon,Weekend,Bangalore,Families,"Vegetables, Fruits, Eggs",1238.16,266.52,8,4
2023-01-29,Raksha Bandhan,Monsoon,Normal Day,Lucknow,Retail Bulk,"Sweets, Sugar, Oil, Rakhi, Rice",534.26,113.05,7,3
2023-09-01,Diwali,Winter,Wedding Season,Patna,Upper Middle,"Vegetables, Bread, Milk",750.85,46.42,7,8
2024-09-10,Navratri,Summer,Exam Season,Mumbai,Low Income,"Vegetables, Milk, Oil",388.1,67.18,7,6
2024-12-28,Makar Sankranti,Monsoon,Salary Day,Patna,Low Income,"Vegetables, Rice, Oil",1251.41,120.55,8,3
